Title,Issue_Title,Issue_URL
"Volume 24 Issue 3, September 2009",Dynamic Collaboration: A Personal Reflection,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.4
"Volume 24 Issue 3, September 2009",Organizational and Institutional Determinants of B2C Adoption under Shifting Environments,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.22
"Volume 24 Issue 3, September 2009",Application of Hermeneutics to Studying An Experience Mining Process,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.3
"Volume 24 Issue 3, September 2009",Exploring An Alternative Method of Evaluating the Effects of Erp: A Multiple Case Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.20
"Volume 24 Issue 3, September 2009",Implementation of Collaborative E-Supply-Chain Initiatives: An Initial Challenging and Final Success Case from Grocery Retailing,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.11
"Volume 24 Issue 2, June 2009","Creative, Convergent, and Social: Prospects for Mobile Computing",https://journals.sagepub.com/doi/abs/10.1057/jit.2009.1
"Volume 24 Issue 2, June 2009",Visualization of Interfirm Relations in a Converging Mobile Ecosystem,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.34
"Volume 24 Issue 2, June 2009",The Role of (Personal) Network Effects and Switching Costs in Determining Mobile Users’ Choice,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.35
"Volume 24 Issue 2, June 2009",Mobile Word-Of-Mouth - A Grounded Theory of Mobile Viral Marketing,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.37
"Volume 24 Issue 2, June 2009","Coppers Context, and Conjoints: A Reassessment of Tam",https://journals.sagepub.com/doi/abs/10.1057/jit.2008.36
"Volume 24 Issue 2, June 2009",Strategic Management Implications of a Consumer Value Perspective on Mobile Tv,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.33
"Volume 24 Issue 1, March 2009",Contemporary Trends and Issues in it Adoption and Diffusion Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.30
"Volume 24 Issue 1, March 2009",Who Influences Whom? Analyzing Workplace Referents’ Social Influence on it Adoption and Non-Adoption,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.31
"Volume 24 Issue 1, March 2009",The Diffusion of Ip Telephony and Vendors’ Commercialisation Strategies,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.29
"Volume 24 Issue 1, March 2009",What Drives the Adoption of Mobile Data Services? An Approach from a Value Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.28
"Volume 24 Issue 1, March 2009",Sponsorship and it Vendor Management of Projects,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.2
"Volume 24 Issue 1, March 2009",Top Management Support of Enterprise Systems Implementations,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.21
"Volume 24 Issue 1, March 2009",Opening the Black Box: A Multi-Method Analysis of An Enterprise Resource Planning Implementation,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.32
"Volume 24 Issue 1, March 2009",Toward a Component-Based Design Framework of the International Information Technology Standardization Process,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.24
"Volume 24 Issue 1, March 2009",Action in Context and Context in Action: Modelling Complexity in Multimedia Systems Development,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.27
"Volume 23 Issue 4, December 2008",An analysis of India's Future Attractiveness as an Offshore Destination for IT and IT-Enabled Services,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.13
"Volume 23 Issue 4, December 2008",Country Attractiveness for Offshoring and Offshore Outsourcing: Additional Considerations,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.17
"Volume 23 Issue 4, December 2008",Anxiety and Psychological Security in Offshoring Relationships: The Role and Development of Trust as Emotional Commitment,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.15
"Volume 23 Issue 4, December 2008",Cross-Cultural (mis)Communication in IS Offshoring: Understanding through Conversation Analysis,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.16
"Volume 23 Issue 4, December 2008",Linking IT Implementation and Acceptance via the Construct of Psychological Ownership of Information Technology,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.12
"Volume 23 Issue 4, December 2008",Generic Verticalization Strategies in Enterprise System Markets: An Exploratory Framework,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.14
"Volume 23 Issue 4, December 2008",IS Integration and Business Performance: The Mediation Effect of Organizational Absorptive Capacity in SMEs,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.18
"Volume 23 Issue 4, December 2008",Towards a Theory of Organizational Information Services,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.10
"Volume 23 Issue 4, December 2008",An Exploratory Study on IS Capabilities and Assets in a Small-to-Medium Software Enterprise,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.19
"Volume 23 Issue 3, September 2008",Information Systems in Developing Countries: A Critical Research Review,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000136
"Volume 23 Issue 3, September 2008","Is the V-form the Next Generation Organisation? An Analysis of Challenges, Pitfalls and Remedies of ICT-enabled Virtual Organisations Based on Social Capital Theory",https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000120
"Volume 23 Issue 3, September 2008",Unpacking User Relations in an Emerging Ubiquitous Computing Environment: Introducing the Bystander,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000123
"Volume 23 Issue 3, September 2008",The Icarus Paradox: An Analysis of a Totally Destructive System,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000119
"Volume 23 Issue 3, September 2008",Analysing Business Losses Caused by Information Systems Risk: A Business Process Analysis Approach,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000122
"Volume 23 Issue 3, September 2008",ICTs and Poverty Reduction: A Social Capital and Knowledge Perspective,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000121
"Volume 23 Issue 2, June 2008",Organizational Dynamics of Technology-Based Innovation: Diversifying the Research Agenda,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000133
"Volume 23 Issue 2, June 2008",An Exploration of Information Systems Adoption: Tools and Skills as Cultural Artefacts - the case of a Management Information System,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000134
"Volume 23 Issue 2, June 2008",The Situatedness of Work Practices and Organizational Culture: Implications for Information Systems Innovation Uptake,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000132
"Volume 23 Issue 2, June 2008",Strategic Systems Implementation: Diffusion through Drift,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000130
"Volume 23 Issue 2, June 2008",Unravelling the Dynamics of IOIS Implementation: An Actor-Network Study of an IOIS in the Seaport of Barcelona,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000131
"Volume 23 Issue 2, June 2008",Extending the Research Agenda on Diffusion: The Case of Public Program Interventions for the Adoption of E-business Systems in SMEs,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000135
"Volume 23 Issue 2, June 2008",Factors Affecting the Buy vs Build Decision in Large Australian Organisations,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000098
"Volume 23 Issue 1, March 2008","Special Issue on Global Sourcing: IT Services, Knowledge and Social Capital",https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000129
"Volume 23 Issue 1, March 2008",Operational Capabilities Development in Mediated Offshore Software Services Models,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000125
"Volume 23 Issue 1, March 2008",Offshore Middlemen: Transnational Intermediation in Technology Sourcing,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000124
"Volume 23 Issue 1, March 2008",Successful Knowledge Transfer within Offshore Supplier Networks: A Case Study Exploring Social Capital in Strategic Alliances,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000127
"Volume 23 Issue 1, March 2008",Integrated Collaboration across Distributed Sites: The Perils of Process and the Promise of Practice,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000126
"Volume 23 Issue 1, March 2008",‘Computer Models of the Mind are Invalid’,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000128
"Volume 22 Issue 4, December 2007",Re-Engineering at LeCroy Corporation: The Move to Component-Based Systems,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000099
"Volume 22 Issue 4, December 2007",IT Alignment: What Have We Learned?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000109
"Volume 22 Issue 4, December 2007",IT Alignment: An Annotated Bibliography,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000111
"Volume 22 Issue 4, December 2007",Foreword to the Special Issue of ICIS Teaching Cases,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000118
"Volume 22 Issue 4, December 2007",Fixing the Payment System at Alvalade XXI: A Case on IT project Risk Management,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000116
"Volume 22 Issue 4, December 2007",Managing the Internet Payment Platform project,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000110
"Volume 22 Issue 4, December 2007",Challenges in Delivering Cross-Agency Integrated E-Services: The OBLS Project,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000117
"Volume 22 Issue 4, December 2007",Modernization of Passenger Reservation System: Indian Railways’ Dilemma,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000112
"Volume 22 Issue 4, December 2007",Crafting and Executing An Offshore IT Sourcing Strategy: GlobShop's experience,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000113
"Volume 22 Issue 4, December 2007",Wireless Technologies at Agriculture ITO,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000114
"Volume 22 Issue 4, December 2007",Infosys Technologies: Improving Organizational Knowledge Flows,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000115
"Volume 22 Issue 4, December 2007",The Ultimate Bluff: A Case Study of Partygaming.Com,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000096
"Volume 22 Issue 3, September 2007","Unreasonable Expectations – NHS IT, Greek Choruses and the Games Institutions Play around Mega-Programmes",https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000108
"Volume 22 Issue 3, September 2007",The Biggest Computer Programme in the World Ever! How's it Going?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000104
"Volume 22 Issue 3, September 2007",The Biggest Computer Programme in the World…Ever!’: Time for a Change in Mindset?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000103
"Volume 22 Issue 3, September 2007",A Computer Scientist's Reactions to NPfIT,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000106
"Volume 22 Issue 3, September 2007",Conflicting Institutional Logics: A National Programme for IT in the Organisational Field of Healthcare,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000102
"Volume 22 Issue 3, September 2007",Modernising Healthcare – is the NPfIT for Purpose?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000100
"Volume 22 Issue 3, September 2007",Local Sociotechnical System Development in the NHS National Programme for Information Technology,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000101
"Volume 22 Issue 3, September 2007",E-government: Towards the E-Bureaucratic Form?,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000105
"Volume 22 Issue 3, September 2007","Information Technology, Transaction Costs and Governance Structures: Integrating an Institutional Approach",https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000107
"Volume 22 Issue 3, September 2007",From Origins to Implications: Key Aspects in the Debate over the Digital Divide,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000097
"Volume 22 Issue 2, June 2007",E-Business Strategy and Firm Performance: A Latent Class Assessment of the Drivers and Impediments to Success,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000073
"Volume 22 Issue 2, June 2007",Consumer Trust in Internet Shopping in Ireland: Towards the Development of a More Effective Trust Measurement Instrument,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000071
"Volume 22 Issue 2, June 2007",Management of Trust in the E-Marketplace: The Role of the Buyer's Experience in Building Trust,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000095
"Volume 22 Issue 2, June 2007",Managing E-learning Group Processes Using Teleological Enquiring Principles,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000083
"Volume 22 Issue 2, June 2007",An Empirical Investigation into the Utilization-Based Information Technology Success Model: Integrating Task–Performance and Social Influence Perspective,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000072
"Volume 22 Issue 2, June 2007",Globally Distributed Component-Based Software Development: An Exploratory Study of Knowledge Management and Work Division,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000084
"Volume 22 Issue 2, June 2007",An Investigation of Personality Traits in Relation to Job and Career Satisfaction of Information Technology Professionals,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000094
"Volume 22 Issue 2, June 2007",Sowing the Seeds of is Cultivation in Public Service Organisations,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000070
"Volume 22 Issue 1, March 2007",JIT Success in Impact Factor Rankings,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000074
"Volume 22 Issue 1, March 2007",Editorial Introduction to the Special Issue on: Transfer and Diffusion of IT for Organizational Resilience,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000091
"Volume 22 Issue 1, March 2007",Exploring Knowledge Exchange in Electronic Networks of Practice,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000089
"Volume 22 Issue 1, March 2007",Dawn of E-Government – an Institutional Analysis of Seven Initiatives and Their Impact,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000090
"Volume 22 Issue 1, March 2007",Dialectics of Resilience: A Multi–Level Analysis of a Telehealth Innovation,https://journals.sagepub.com/doi/abs/10.1057/palgrave.jit.2000088
