,,URL,
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720617302811,The Acceptance of Justifications among Shadow IT Users and Nonusers – An Empirical Analysis
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720617307991,Smartphone use during the leisure theme park visit experience: The role of contextual factors
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720616301021,Espoused cultural values as antecedents of individuals’ threat and coping appraisal toward protective information technologies: Study of U.S. and Ghana
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720619303386,Editorial Board
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301113,Modeling online user behaviors with competitive interactions
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617306468,Human Flesh Search: what did we find?
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617306444,Decisional factors leading to the reuse of an on-demand ride service
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617310091,Configuration information system architecture: Insights from applied action design research
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301356,Information technologies and downsizing: Examining their impact on economic performance
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301393,Using discussion logic in analyzing online group discussions: A text mining approach
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617301726,Examination of community identification and interpersonal trust on continuous use intention: Evidence from experienced online community members
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617301210,A chronological review of empirical research on personal information privacy concerns: An analysis of contexts and research constructs
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617301787,The mediating role of artifacts in position practice at work: Examples from a project-based context
"Volume 56, Issue 4",Pages 463-624 (June 2019),https://www.sciencedirect.com/science/article/pii/S0378720617306419,Effective organizational improvisation in information systems development: Insights from the Tencent messaging system development
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720619302198,Editorial Board
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301496,"An empirical study of payment technologies, the psychology of consumption, and spending behavior in a retailing context"
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720617311199,Exploring vendor capabilities in the cloud environment: A case study of Alibaba Cloud Computing
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720617304044,Does culture influence m-banking use and individual performance?
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720617302306,Reconceptualizing knowledge networks for enterprise systems implementation: incorporating domain expertise of knowledge sources and knowledge flow intensity
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720617310893,An app a day keeps a customer connected: Explicating loyalty to brands and branded applications through the lens of affordance and service-dominant logic
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301241,Examining business value of customer relationship management systems: IT usage and two-stage model perspectives
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720618303422,A systematic review on cross-cultural information systems research: Evidence from the last decade
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S037872061730054X,Scores vs. stars: A regression discontinuity study of online consumer reviews
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720617304512,"“The more options, the better?” Investigating the impact of the number of options on backers’ decisions in reward-based crowdfunding projects"
"Volume 56, Issue 3",Pages 329-462 (April 2019),https://www.sciencedirect.com/science/article/pii/S0378720616303111,Organizational readiness for digital innovation: Development and empirical calibration of a construct
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720619300734,Editorial Board
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720619300692,Social Commerce and Social Media: Behaviors in the New Service Economy
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306341,Product engagement and identity signaling: The role of likes in social commerce for fashion products
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617305761,How do social commerce-IT capabilities influence firm performance? Theory and empirical evidence
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617304597,The effect of online reviews on product sales: A joint sentiment-topic analysis
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306274,Product recommendation in online social networking communities: An empirical study of antecedents and a mediator
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S037872061730616X,A dynamic model of electric vehicle adoption: The role of social commerce in new transportation
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617305967,Understanding the interplay of social commerce affordances and swift guanxi: An empirical study
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617303750,With a little help from my friends: Cultivating serendipity in online shopping environments
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617305372,How do product recommendations affect impulse buying? An empirical study on WeChat social commerce
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306006,Integrative qualities and dimensions of social commerce: Toward a unified view
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306225,The cultural impact on social commerce: A sentiment analysis on Yelp ethnic restaurant reviews
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306237,Information sharing and the impact of shutdown policy in a supply chain with market disruption risk in the social media era
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306420,Understanding the role of technology attractiveness in promoting social commerce engagement: Moderating effect of personal interest
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617306249,A longitudinal study of leader influence in sustaining an online community
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617305712,Moderating effects of time pressure on the relationship between perceived value and purchase intention in social E-commerce sales promotion: Considering the impact of product involvement
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720618310425,Editorial Board
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720617309801,A theoretical framework to improve the quality of manually acquired data
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720617301039,Framing norms in online communities
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720618302428,Do reviewers’ words affect predicting their helpfulness ratings? Locating helpful reviewers by linguistics styles
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720616304062,Gamification: A key determinant of massive open online course (MOOC) success
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720617302604,"A study of IS assets, IS ambidexterity, and IS alignment: the dynamic managerial capability perspective"
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301344,Why funders invest in crowdfunding projects: Role of trust from the dual-process perspective
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301502,Understanding the impact of perceived visual aesthetics on user evaluations: An emotional perspective
"Volume 56, Issue 1",Pages 1-140 (January 2019),https://www.sciencedirect.com/science/article/pii/S0378720617305281,Understanding brand fan page followers’ discontinuance motivations: A mixed-method study
